Year,Facility,Attendance
2010,Riverbank Fitness Cntr,32277
2010,Four  Mile Creek,74584
2010,Nissequogue River,75641
2010,Schuyler Mansion,4914
2010,Bayswater Point St Pk,0
2010,Chittenango Fls St Pk,37852
2011,Allegany Red House Area,717013
2011,Hunts Pond State Park,0
2011,Macomb Reservation,30041
2011,Allegany Quaker Area,632478
2011,Wilson Tuscarora St Pk,134292
2011,Kring Point,56671
2011,Tiorati,166353
2011,Knox Farm Sp,0
2011,Wilson Hill Boat Launch,8591
2011,Knox Headquarters,7819
2011,Allan Treman Marina,172579
2011,Keuka Lake St Pk,89788
2011,Woodlawn Beach,70000
2011,Thousand Island Admin.,0
2011,Black River Trail,100745
2011,Belmont Lakes St Pk,452750
2011,Black Lk Boat Launch,11817
2011,Verona Beach State Park,204940
2011,Bayard C. A.,171774
2011,Lake Welch,330336
2011,Wehle State Park,53836
2011,Bayswater Point St Pk,12068
2011,Long Point River Park,28950
2011,Jacques Cartier St Pk,17707
2011,John Burroughs Memorial,4016
2011,Watkins Glen St Pk,520502
2011,Letchworth State Park,661883
2011,Bear Mountain St Pk,1851145
2011,John Brown Farm,56084
2011,Bennington Battlefield,18076
2011,Walkway Over The Hudson,432937
2011,Waterson Point Docking,1983
2011,Beaver Island,279891
2011,Washington Headquarters,20028
2011,John Boyd Thacher Pk,422619
2011,Lodi Point Marina/Boat,28688
2011,Beechwood,0
2011,Long Point Marina,79309
2011,James Baird,158530
2011,Walt Whitman House,7748
2011,Bethpage Golf Course,741338
2011,Keewaydin St Park,46881
2011,John Jay Homestead,52676
2011,Wellesley Island St Pk,210120
2011,Lake Erie St Pk,103665
2011,Wildwood State Park,274011
2011,Anthony Wayne,386872
2011,Lorenzo,29013
2011,Trailview,121714
2011,Joseph Davis St Pk,9416
2011,Indian Hills Golf Course,26560
2011,Whirlpool,492530
2011,Lakeside Beach St Pk,69325
2011,Appalachian Trail,11890
2011,Big 6 Marina,66816
2011,Whetstone Gulf,122764
2011,Artpark,312881
2011,Jones Beach,5135946
2011,Valley Stream St Pk,249615
2011,Lake Superior,14128
2011,Athens,20967
2011,Long Point St Pk,46402
2011,Betty And Wilbur Davis State Park,17790
2011,Irondquoit Bay Boat Lnch,38872
2011,Johnson Hall,30808
2011,Westcott Beach St Pk,127236
2011,Lake Taghkanic St Park,262757
2011,Battle Isl Golf Course,28693
2011,Point Au Roche Boat Lau,6405
2011,Montauk Point,754915
2011,Schuyler Mansion,6156
2011,New Windsor Cantonment,17100
2011,Senate House,17394
2011,Philipse Manor,20939
2011,Chenango Valley St Pk,165728
2011,Green Lakes State Park,905867
2011,Selkirk Shores,86266
2011,Ft Niagara,321996
2011,Darien Lakes State Park,69516
2011,Roberto Clemente,1229238
2011,Niagara Reservation,8448914
2011,Sebago Lake,239701
2011,Great Chazy Boat Launch,13212
2011,Rockefeller Preserve,298246
2011,Chimney Bluffs,117802
2011,Nissequogue River,64702
2011,Hudson River Islands,0
2011,Chittenango Fls St Pk,40639
2011,Grass Pnt River Park,39128
2011,Cherry Plain St Pk,26442
2011,Hamlin Beach State Park,278532
2011,Chaumont Boat Launch,41958
2011,Deans Cove Boat Launch,15318
2011,Robert Moses St Pk - Long Island,3318106
2011,Harriman Hiker Trail,86848
2011,Delta Lake St Pk,196444
2011,Napeague State Park,96660
2011,Soaring Eagles Golf Course,24785
2011,Orient Beach St Pk,434266
2011,Cayuga Lake St Pk,123112
2011,Harriman Group Camp,200834
2011,Silver Lake,22020
2011,Robert Moses St Pk - Thousand Islands,67785
2011,National Purple Heart Hall Of Honor,14546
2011,Cedar Island River Park,2074
2011,Shadmore,58385
2011,Harriman Beaver Pond,31795
2011,Pine Grove Boatlaunch,0
2011,Cedar Pnt River Park,67931
2011,Four  Mile Creek,68274
2011,Newtown Battlefield,28453
2011,Seneca Lake St Pk,147704
2011,Cumberland Bay St Pk,4524
2011,Caumsett St Pk,404727
2011,Chittengo Lndg,0
2011,Nyack Beach St Pk,148527
2011,Gantry Plaza,634922
2011,Cold Spring Harbor,156957
2011,Glimmerglass State Park,120293
2011,Old Erie Canal,26488
2011,Sandy Island Beach,38018
2011,Coxsackie,116575
2011,Coles Creek,117263
2011,Sampson St Pk,158682
2011,Crailo,8103
2011,Rudd Pond,17190
2011,Gilbert Lake St Pk,97749
2011,Oriskany Battlefield,4172
2011,Oquaga State Park,30659
2011,Sag Harbour,29750
2011,Genesee River Park,2636
2011,Copake Falls,217386
2011,Connetquot River St Pk,210690
2011,Genesee Valley Greenway,32954
2011,Conesus Lake Boat Launch,21903
2011,Saratoga Lake Boat Lnch,31125
2011,Golden Hill St Pk,73193
2011,Clinton House,0
2011,Schunnemunk State Park,32932
2011,Grants Cottage,3344
2011,Clarence Fahnestock,262504
2011,Rock Island,0
2011,Oak Orchard Boat Launch,7547
2011,Ganondagan,35488
2011,Schoharie Crossing,43837
2011,Crown Point,23171
2011,Clark Reservation,46319
2011,Grafton Lakes St Pk,220714
2011,Schodack Island,78722
2011,Olana,148759
2011,Clay Pit Ponds,61444
2011,Goosepond Mountain,4459
2011,Saratoga Springs,1916781
2011,Rockland Lake State Park,610305
2011,Clermont,77466
2011,Palisades,6267
2011,Old Croton Aqueduct,912439
2011,Peebles Island,85000
2011,Southwick Beach St Pk,108347
2011,Sackets Harbor Btl Field,88081
2011,Planting Fields A,180993
2011,Riverbank Rollr-Ice Rnks,239888
2011,Reservoir St Pk,14990
2011,Hook Mountain,16629
2011,Stony Point Battlefield,28545
2011,High Tor St Pk,62514
2011,Captree St Pk,1027378
2011,Buffalo Harbor St Pk & Marina,0
2011,Mills Norrie St Pk,186366
2011,Durand Eastman,25396
2011,Stony Creek,23649
2011,Finger Lakes Admin.,0
2011,Bowman Lake St Pk,49087
2011,Burnham Pnt River Park,14101
2011,Highland Lakes,5099
2011,Dewolf Point,15443
2011,Buckhorn,29220
2011,Midway State Park,94430
2011,Mary Island River Park,0
2011,Fillmore Glen St Pk,130874
2011,Max V Shaul Campsite,12521
2011,Empire Fulton Ferry,0
2011,Honeoye Bt Lau,30078
2011,Brentwood Sp,503700
2011,Sunken Meadow St Pk,1614554
2011,Hither Hills,348730
2011,Riverbank Fitness Cntr,33655
2011,F D Roosevelt,472191
2011,Braddock Bay,40000
2011,Point Au Roche,66236
2011,Tallman Mountain St Pk,242360
2011,Mexico Point Boat Launch,18341
2011,Eel Weir St Park,2738
2011,Brookhaven State Park,9722
2011,Higley Flow St Park,41606
2011,Storm King,10359
2011,Bristol Beach,10909
2011,Minekill,62638
2011,Evangola St Pk,110301
2011,Taughannock Falls St Pk,413748
2011,Canadaigua Btlau Ontrio,40029
2011,Hempstead Lake St Pk,289265
2011,Montauk Downs,127380
2011,Staatsburgh Shs,13158
2011,Robert H Treman St Pk,215383
2011,Thompson Lake St Pk,38044
2011,Blauvelt,23858
2011,Stony Brook St Pk,146987
2011,Canadarago Boat Lnch,22209
2011,Pinnacle Golf,8020
2011,Springbrook Greens,6000
2011,Canoe-Picnic Pnt River,9497
2011,Haverstraw Beach,11410
2011,Deveaux Woods,20420
2011,Fort Ontario,152011
2011,Moreau Lake St Pk,374352
2011,Heckscher St Park,1125800
2011,Sterling Forest,184731
2011,Bonavista Golf Course,4843
2011,Camp Hero,123210
2011,Riverbank State Park,3363265
2011,Buttermilk Falls St Pk,164880
2011,H H Spencer,32788
2011,St Lawrence Golf Course,9726
2011,Pixley Falls State Park,37427
2011,Caleb Smith State Park,26264
2011,Marsha P. Johnson State Park (former East River State Park until 2020),512146
2011,Devils Hole,416605
2011,Taconic Outdoor Education Center,22144
2011,Herkimer Home,13499
2011,Steuben Memorial,528
2011,Fort Montgomery,22299
2011,Fair Haven St Pk,289424
2011,Hudson Highlands,205792
2011,Minnewaska Park,219205
2012,Woodlawn Beach,120000
2012,Oriskany Battlefield,6331
2012,Sackets Harbor Btl Field,94466
2012,Reservoir St Pk,112862
2012,Point Au Roche Boat Lau,10104
2012,Rudd Pond,18515
2012,Robert Moses St Pk - Long Island,3226597
2012,Riverbank Fitness Cntr,40438
2012,Pinnacle Golf,8660
2012,Wilson Hill Boat Launch,9303
2012,Wilson Tuscarora St Pk,143164
2012,Pine Grove Boatlaunch,0
2012,Robert H Treman St Pk,225758
2012,Kring Point,53479
2012,Lake Erie St Pk,108272
2012,Roberto Clemente,1227174
2012,Pixley Falls State Park,33789
2012,Riverbank State Park,3588710
2012,Wildwood State Park,270973
2012,Rockefeller Preserve,342966
2012,Philipse Manor,22956
2012,Planting Fields A,199656
2012,Peebles Island,95345
2012,Rock Island,0
2012,Riverbank Rollr-Ice Rnks,367205
2012,Rockland Lake State Park,676891
2012,Point Au Roche,84398
2012,Whirlpool,258948
2012,Lakeside Beach St Pk,71231
2012,Palisades,9662
2012,Robert Moses St Pk - Thousand Islands,75605
2012,Thousand Island Admin.,0
2012,Lake Superior,13652
2012,Minekill,91600
2012,Stony Brook St Pk,152114
2012,Verona Beach State Park,222010
2012,St Lawrence Golf Course,10101
2012,Minnewaska Park,267206
2012,Long Point River Park,30688
2012,Steuben Memorial,883
2012,Stony Creek,29421
2012,Montauk Downs,98710
2012,Walkway Over The Hudson,525760
2012,Staatsburgh Shs,14849
2012,Montauk Point,766430
2012,Springbrook Greens,0
2012,Long Point Marina,75338
2012,Moreau Lake St Pk,380407
2012,Southwick Beach St Pk,129306
2012,Sterling Forest,206563
2012,Walt Whitman House,5827
2012,Long Point St Pk,45190
2012,Stony Point Battlefield,29137
2012,Thompson Lake St Pk,58557
2012,Marsha P. Johnson State Park (former East River State Park until 2020),735488
2012,Macomb Reservation,31417
2012,Taughannock Falls St Pk,484005
2012,Tiorati,208587
2012,Mary Island River Park,4553
2012,Tallman Mountain St Pk,258171
2012,Mills Norrie St Pk,198035
2012,Max V Shaul Campsite,17659
2012,Trailview,118825
2012,Lorenzo,29159
2012,Mexico Point Boat Launch,18571
2012,Sunken Meadow St Pk,1899620
2012,Storm King,7463
2012,Midway State Park,103567
2012,Valley Stream St Pk,253745
2012,Taconic Outdoor Education Center,13764
2012,Orient Beach St Pk,399218
2012,Napeague State Park,69495
2012,Silver Lake,26854
2012,Lake Welch,301320
2012,Schoharie Crossing,53963
2012,Olana,110035
2012,Schodack Island,105758
2012,Wellesley Island St Pk,215638
2012,Saratoga Springs,2196378
2012,Old Croton Aqueduct,1026504
2012,Oak Orchard Boat Launch,7233
2012,Lake Taghkanic St Park,354072
2012,Old Erie Canal,28012
2012,Westcott Beach St Pk,144630
2012,Sandy Island Beach,39375
2012,Sampson St Pk,158662
2012,Oquaga State Park,40198
2012,Whetstone Gulf,116310
2012,Sag Harbour,30630
2012,Saratoga Lake Boat Lnch,50211
2012,Soaring Eagles Golf Course,25090
2012,Wehle State Park,66892
2012,Nyack Beach St Pk,157090
2012,National Purple Heart Hall Of Honor,12074
2012,Washington Headquarters,19426
2012,Shadmore,45896
2012,Newtown Battlefield,30788
2012,Lodi Point Marina/Boat,19337
2012,Seneca Lake St Pk,164166
2012,Waterson Point Docking,1980
2012,Schunnemunk State Park,36405
2012,New Windsor Cantonment,15262
2012,Selkirk Shores,82244
2012,Niagara Reservation,8690962
2012,Sebago Lake,209720
2012,Letchworth State Park,650391
2012,Watkins Glen St Pk,590129
2012,Nissequogue River,106125
2012,Schuyler Mansion,5386
2012,Senate House,15944
2012,Knox Headquarters,8789
2012,Johnson Hall,55556
2012,Genesee River Park,2655
2012,Bethpage Golf Course,819150
2012,Delta Lake St Pk,210925
2012,Athens,6517
2012,Great Chazy Boat Launch,21545
2012,Buckhorn,30470
2012,Deveaux Woods,93396
2012,Deans Cove Boat Launch,16966
2012,Hunts Pond State Park,0
2012,John Burroughs Memorial,3979
2012,Grass Pnt River Park,41804
2012,Dewolf Point,19309
2012,Brookhaven State Park,0
2012,Grants Cottage,4367
2012,Durand Eastman,30959
2012,Devils Hole,194484
2012,Buffalo Harbor St Pk & Marina,0
2012,John Jay Homestead,28432
2012,Green Lakes State Park,957959
2012,Harriman Group Camp,197908
2012,Copake Falls,283665
2012,Coxsackie,83180
2012,Harriman Beaver Pond,38355
2012,Buttermilk Falls St Pk,158591
2012,Allegany Red House Area,729189
2012,Belmont Lakes St Pk,526825
2012,Crailo,9323
2012,Hamlin Beach State Park,287107
2012,Hudson River Islands,0
2012,Crown Point,26283
2012,Burnham Pnt River Park,14500
2012,Bennington Battlefield,22993
2012,Cumberland Bay St Pk,47802
2012,Darien Lakes State Park,66184
2012,Betty And Wilbur Davis State Park,13944
2012,Eel Weir St Park,3865
2012,Grafton Lakes St Pk,293312
2012,Empire Fulton Ferry,0
2012,Bowman Lake St Pk,66974
2012,Black Lk Boat Launch,6296
2012,Fort Ontario,138783
2012,Gilbert Lake St Pk,111206
2012,James Baird,200419
2012,Four  Mile Creek,74465
2012,Artpark,271407
2012,Genesee Valley Greenway,32120
2012,Ft Niagara,363820
2012,Irondquoit Bay Boat Lnch,46344
2012,Bonavista Golf Course,5598
2012,Jacques Cartier St Pk,23638
2012,Ganondagan,34266
2012,Blauvelt,24042
2012,Black River Trail,102412
2012,Fort Montgomery,42503
2012,Connetquot River St Pk,227949
2012,Appalachian Trail,8502
2012,Finger Lakes Admin.,0
2012,Bristol Beach,12282
2012,John Brown Farm,67066
2012,Goosepond Mountain,3558
2012,Evangola St Pk,155758
2012,Fair Haven St Pk,311403
2012,Anthony Wayne,457338
2012,Indian Hills Golf Course,31905
2012,Brentwood Sp,517900
2012,Big 6 Marina,77705
2012,F D Roosevelt,438389
2012,Hither Hills,337215
2012,Fillmore Glen St Pk,128212
2012,John Boyd Thacher Pk,273361
2012,Golden Hill St Pk,77553
2012,Braddock Bay,41661
2012,Glimmerglass State Park,140937
2012,Caleb Smith State Park,24987
2012,Gantry Plaza,626912
2012,Conesus Lake Boat Launch,23692
2012,Joseph Davis St Pk,0
2012,Battle Isl Golf Course,30166
2012,Hook Mountain,19273
2012,Clark Reservation,44281
2012,Hempstead Lake St Pk,298706
2012,Canadarago Boat Lnch,22289
2012,Clarence Fahnestock,268393
2012,Herkimer Home,19055
2012,Bear Mountain St Pk,1892931
2012,Chittengo Lndg,0
2012,Keewaydin St Park,57334
2012,Chittenango Fls St Pk,36928
2012,H H Spencer,23341
2012,Chimney Bluffs,151880
2012,Highland Lakes,4077
2012,Captree St Pk,1172952
2012,Keuka Lake St Pk,94589
2012,Cayuga Lake St Pk,140311
2012,Bayard C. A.,178698
2012,Cedar Island River Park,2378
2012,Knox Farm Sp,0
2012,Higley Flow St Park,43901
2012,Cedar Pnt River Park,80928
2012,Canadaigua Btlau Ontrio,36623
2012,Caumsett St Pk,402629
2012,Chaumont Boat Launch,44361
2012,Honeoye Bt Lau,38200
2012,Allan Treman Marina,162986
2012,Chenango Valley St Pk,170877
2012,Bayswater Point St Pk,22242
2012,Cherry Plain St Pk,37148
2012,High Tor St Pk,44970
2012,Clay Pit Ponds,42191
2012,Canoe-Picnic Pnt River,10164
2012,Allegany Quaker Area,709512
2012,Camp Hero,121585
2012,Cold Spring Harbor,151993
2012,Hudson Highlands,211767
2012,Coles Creek,133326
2012,Heckscher St Park,1314445
2012,Clinton House,0
2012,Jones Beach,5257296
2012,Harriman Hiker Trail,76800
2012,Beechwood,0
2012,Beaver Island,298202
2012,Clermont,88887
2012,Haverstraw Beach,13379
2013,Mexico Point Boat Launch,13214
2013,Oriskany Battlefield,4061
2013,Hither Hills,371660
2013,Mills Norrie St Pk,203764
2013,Napeague State Park,81535
2013,Harriman Beaver Pond,42239
2013,Golden Hill St Pk,76662
2013,Moreau Lake St Pk,381133
2013,Old Erie Canal,61581
2013,Haverstraw Beach,22922
2013,Glimmerglass State Park,137484
2013,Black Lk Boat Launch,4043
2013,Belmont Lakes St Pk,616705
2013,Bayswater Point St Pk,18360
2013,Beechwood,0
2013,Genesee Valley Greenway,35779
2013,Genesee River Park,2990
2013,Tiorati,154110
2013,Oquaga State Park,34290
2013,National Purple Heart Hall Of Honor,12936
2013,Watkins Glen St Pk,632140
2013,Midway State Park,97944
2013,Higley Flow St Park,46328
2013,Black River Trail,84060
2013,Walt Whitman House,6743
2013,Gilbert Lake St Pk,96076
2013,Harriman Group Camp,174593
2013,Orient Beach St Pk,412562
2013,Wehle State Park,75054
2013,High Tor St Pk,24126
2013,Newtown Battlefield,33796
2013,Trailview,126168
2013,Betty And Wilbur Davis State Park,12266
2013,Walkway Over The Hudson,709573
2013,Nyack Beach St Pk,120005
2013,Grass Pnt River Park,39206
2013,Herkimer Home,17561
2013,Montauk Downs,126835
2013,New Windsor Cantonment,15576
2013,Montauk Point,832040
2013,Nissequogue River,123584
2013,Verona Beach State Park,202197
2013,Great Chazy Boat Launch,26193
2013,Beaver Island,270411
2013,Hempstead Lake St Pk,305601
2013,Green Lakes State Park,1122949
2013,Niagara Reservation,8863301
2013,Waterson Point Docking,2075
2013,Old Croton Aqueduct,1006966
2013,Grants Cottage,5000
2013,Harriman Hiker Trail,45420
2013,Bethpage Golf Course,785057
2013,Highland Lakes,2971
2013,Minekill,89293
2013,Big 6 Marina,74477
2013,Washington Headquarters,22024
2013,Goosepond Mountain,2447
2013,Thousand Island Admin.,0
2013,H H Spencer,40698
2013,Olana,148974
2013,Grafton Lakes St Pk,257218
2013,Heckscher St Park,1016340
2013,Bear Mountain St Pk,1962949
2013,Bennington Battlefield,17883
2013,Oak Orchard Boat Launch,9353
2013,Valley Stream St Pk,244776
2013,Minnewaska Park,289836
2013,Hamlin Beach State Park,260421
2013,Point Au Roche,90263
2013,Palisades,10601
2013,Schodack Island,98752
2013,Clermont,84528
2013,Saratoga Springs,2936194
2013,Clinton House,0
2013,Saratoga Lake Boat Lnch,109046
2013,Sterling Forest,254485
2013,Canadaigua Btlau Ontrio,33987
2013,Cold Spring Harbor,159447
2013,Sandy Island Beach,35849
2013,Camp Hero,103255
2013,Coles Creek,126222
2013,Clay Pit Ponds,56320
2013,Sampson St Pk,154384
2013,Conesus Lake Boat Launch,22928
2013,Sag Harbour,28695
2013,Caleb Smith State Park,27225
2013,Connetquot River St Pk,251471
2013,Sackets Harbor Btl Field,74043
2013,St Lawrence Golf Course,9789
2013,Copake Falls,219733
2013,Coxsackie,57333
2013,Rudd Pond,17140
2013,Buttermilk Falls St Pk,171936
2013,Crailo,8588
2013,Steuben Memorial,21
2013,Canadarago Boat Lnch,20674
2013,Clark Reservation,55704
2013,Staatsburgh Shs,46007
2013,Silver Lake,24349
2013,Cedar Island River Park,2125
2013,Cayuga Lake St Pk,131723
2013,Shadmoor,55595
2013,Cedar Pnt River Park,76809
2013,Soaring Eagles Golf Course,27565
2013,Seneca Lake St Pk,140186
2013,Caumsett St Pk,419887
2013,Chaumont Boat Launch,47791
2013,Senate House,19602
2013,Chenango Valley St Pk,175187
2013,Cherry Plain St Pk,27640
2013,Selkirk Shores,75069
2013,Southwick Beach St Pk,120345
2013,Captree St Pk,1197621
2013,Chimney Bluffs,122764
2013,Sebago Lake,62408
2013,Chittenango Fls St Pk,38859
2013,Schuyler Mansion,5629
2013,Chittengo Lndg,0
2013,Springbrook Greens,4909
2013,Schunnemunk State Park,42510
2013,Canoe-Picnic Pnt River,7588
2013,Clarence Fahnestock,270425
2013,Schoharie Crossing,47620
2013,Rockland Lake State Park,668360
2013,Gantry Plaza,443280
2013,Stony Brook St Pk,156501
2013,Rock Island,10468
2013,Point Au Roche Boat Lau,20516
2013,Taconic Outdoor Education Center,16282
2013,F D Roosevelt,475227
2013,Brentwood Sp,325630
2013,Fillmore Glen St Pk,93100
2013,Planting Fields A,205463
2013,Finger Lakes Admin.,0
2013,Pixley Falls State Park,33229
2013,Tallman Mountain St Pk,273248
2013,Braddock Bay,41634
2013,Fort Montgomery,44478
2013,Fair Haven St Pk,281540
2013,Bowman Lake St Pk,63564
2013,Pinnacle Golf,6316
2013,Four  Mile Creek,77297
2013,Pine Grove Boatlaunch,9932
2013,Taughannock Falls St Pk,449902
2013,Ft Niagara,504567
2013,Philipse Manor,23304
2013,Bonavista Golf Course,6732
2013,Thompson Lake St Pk,60981
2013,Peebles Island,105176
2013,Ganondagan,34426
2013,Blauvelt,24289
2013,Fort Ontario,112048
2013,Reservoir St Pk,294707
2013,Evangola St Pk,138591
2013,Bristol Beach,10552
2013,Burnham Pnt River Park,13662
2013,Cumberland Bay St Pk,42345
2013,Rockefeller Preserve,342860
2013,Darien Lakes State Park,60107
2013,Stony Creek,33796
2013,Buffalo Harbor St Pk & Marina,0
2013,Deans Cove Boat Launch,15211
2013,Robert Moses St Pk - Thousand Islands,85928
2013,Delta Lake St Pk,221627
2013,Robert Moses St Pk - Long Island,2558927
2013,Stony Point Battlefield,36404
2013,Buckhorn,30995
2013,Deveaux Woods,107404
2013,Devils Hole,133709
2013,Robert H Treman St Pk,195410
2013,Dewolf Point,16566
2013,Riverbank State Park,4084296
2013,Storm King,8522
2013,Brookhaven State Park,0
2013,Durand Eastman,32549
2013,Riverbank Rollr-Ice Rnks,439872
2013,Eel Weir St Park,3194
2013,Riverbank Fitness Cntr,22720
2013,Sunken Meadow St Pk,1797632
2013,Empire Fulton Ferry,0
2013,Crown Point,18650
2013,Bayard C. A.,179963
2013,Roberto Clemente,1086625
2013,Hudson Highlands,217826
2013,Macomb Reservation,31671
2013,Westcott Beach St Pk,133125
2013,Johnson Hall,52607
2013,Wilson Tuscarora St Pk,203572
2013,Keuka Lake St Pk,90998
2013,Kring Point,52467
2013,Allegany Quaker Area,711264
2013,Allegany Red House Area,790645
2013,Lorenzo,34857
2013,Hudson River Islands,0
2013,Marsha P. Johnson State Park (former East River State Park until 2020),1359347
2013,Lake Welch,241942
2013,Whirlpool,501071
2013,Honeoye Bt Lau,43086
2013,Long Point St Pk,32129
2013,Joseph Davis St Pk,0
2013,James Baird,174153
2013,Woodlawn Beach,137000
2013,Lake Erie St Pk,115512
2013,Lake Taghkanic St Park,245499
2013,Whetstone Gulf,114632
2013,Jacques Cartier St Pk,19952
2013,Long Point River Park,32433
2013,Hunts Pond State Park,0
2013,Wellesley Island St Pk,195373
2013,Battle Isl Golf Course,28728
2013,Artpark,311969
2013,Wilson Hill Boat Launch,9203
2013,Mary Island River Park,4083
2013,Athens,5439
