Year,Facility,Attendance,LastAttendance
2020,Heckscher St ,1611171,1133307.0
2019,Heckscher St ,1133307,1091829.0
2018,Heckscher St ,1091829,1068060.0
2017,Heckscher St ,1068060,1008730.0
2016,Heckscher St ,1008730,1189435.0
2015,Heckscher St ,1189435,982530.0
2014,Heckscher St ,982530,0.0
2013,Heckscher St ,1016340,1314445.0
2012,Heckscher St ,1314445,1125800.0
2011,Heckscher St ,1125800,1280900.0
2010,Heckscher St ,1280900,1385349.0
2009,Heckscher St ,1385349,1098350.0
2008,Heckscher St ,1098350,917270.0
2007,Heckscher St ,917270,772803.0
2006,Heckscher St ,772803,830409.0
2005,Heckscher St ,830409,855230.0
2004,Heckscher St ,855230,841542.0
2003,Heckscher St ,841542,593769.0
2020,Hempstead Lake ,593769,397585.0
2019,Hempstead Lake ,397585,368362.0
2018,Hempstead Lake ,368362,373479.0
2017,Hempstead Lake ,373479,343512.0
2016,Hempstead Lake ,343512,303474.0
2015,Hempstead Lake ,303474,323863.0
2014,Hempstead Lake ,323863,0.0
2013,Hempstead Lake ,305601,298706.0
2012,Hempstead Lake ,298706,289265.0
2011,Hempstead Lake ,289265,348866.0
2010,Hempstead Lake ,348866,343259.0
2009,Hempstead Lake ,343259,312946.0
2008,Hempstead Lake ,312946,322303.0
2007,Hempstead Lake ,322303,318500.0
2006,Hempstead Lake ,318500,327416.0
2005,Hempstead Lake ,327416,310059.0
2004,Hempstead Lake ,310059,291390.0
2003,Hempstead Lake ,291390,34435.0
2020,Herkimer Home,34435,6000.0
2019,Herkimer Home,6000,6916.0
2018,Herkimer Home,6916,1017.0
2017,Herkimer Home,1017,39657.0
2016,Herkimer Home,39657,29471.0
2015,Herkimer Home,29471,14042.0
2014,Herkimer Home,14042,0.0
2013,Herkimer Home,17561,19055.0
2012,Herkimer Home,19055,13499.0
2011,Herkimer Home,13499,27854.0
2010,Herkimer Home,27854,27992.0
2009,Herkimer Home,27992,27940.0
2008,Herkimer Home,27940,23446.0
2007,Herkimer Home,23446,26128.0
2006,Herkimer Home,26128,27811.0
2005,Herkimer Home,27811,25377.0
2004,Herkimer Home,25377,27074.0
2003,Herkimer Home,27074,79940.0
2020,H H Spencer,79940,56108.0
2019,H H Spencer,56108,51860.0
2018,H H Spencer,51860,47747.0
2017,H H Spencer,47747,56809.0
2016,H H Spencer,56809,64574.0
2015,H H Spencer,64574,61392.0
2014,H H Spencer,61392,0.0
2013,H H Spencer,40698,23341.0
2012,H H Spencer,23341,32788.0
2011,H H Spencer,32788,9327.0
2010,H H Spencer,9327,5510.0
2009,H H Spencer,5510,6443.0
2008,H H Spencer,6443,8388.0
2007,H H Spencer,8388,11752.0
2006,H H Spencer,11752,7295.0
2005,H H Spencer,7295,8514.0
2004,H H Spencer,8514,22001.0
2003,H H Spencer,22001,14126.0
2020,Highland Lakes,14126,8308.0
2019,Highland Lakes,8308,8822.0
2018,Highland Lakes,8822,8792.0
2017,Highland Lakes,8792,8638.0
2016,Highland Lakes,8638,7060.0
2015,Highland Lakes,7060,4451.0
2014,Highland Lakes,4451,0.0
2013,Highland Lakes,2971,4077.0
2012,Highland Lakes,4077,5099.0
2011,Highland Lakes,5099,390.0
2010,Highland Lakes,390,463.0
2009,Highland Lakes,463,898.0
2008,Highland Lakes,898,862.0
2007,Highland Lakes,862,1281.0
2006,Highland Lakes,1281,1371.0
2005,Highland Lakes,1371,4.0
2004,Highland Lakes,4,0.0
2003,Highland Lakes,0,16363.0
2020,High Tor ,16363,24373.0
2019,High Tor ,24373,20190.0
2018,High Tor ,20190,29135.0
2017,High Tor ,29135,49340.0
2016,High Tor ,49340,22634.0
2015,High Tor ,22634,21524.0
2014,High Tor ,21524,0.0
2013,High Tor ,24126,44970.0
2012,High Tor ,44970,62514.0
2011,High Tor ,62514,61566.0
2010,High Tor ,61566,53936.0
2009,High Tor ,53936,68440.0
2008,High Tor ,68440,64637.0
2007,High Tor ,64637,65881.0
2006,High Tor ,65881,67054.0
2005,High Tor ,67054,51437.0
2004,High Tor ,51437,48168.0
2003,High Tor ,48168,47185.0
2020,Higley Flow St ,47185,44892.0
2019,Higley Flow St ,44892,50121.0
2018,Higley Flow St ,50121,48218.0
2017,Higley Flow St ,48218,48858.0
2016,Higley Flow St ,48858,51686.0
2015,Higley Flow St ,51686,46564.0
2014,Higley Flow St ,46564,0.0
2013,Higley Flow St ,46328,43901.0
2012,Higley Flow St ,43901,41606.0
2011,Higley Flow St ,41606,44672.0
2010,Higley Flow St ,44672,41208.0
2009,Higley Flow St ,41208,37709.0
2008,Higley Flow St ,37709,40130.0
2007,Higley Flow St ,40130,32319.0
2006,Higley Flow St ,32319,32462.0
2005,Higley Flow St ,32462,27453.0
2004,Higley Flow St ,27453,33650.0
2003,Higley Flow St ,33650,511665.0
2020,Hither Hills,511665,497769.0
2019,Hither Hills,497769,608630.0
2018,Hither Hills,608630,646940.0
2017,Hither Hills,646940,646379.0
2016,Hither Hills,646379,420868.0
2015,Hither Hills,420868,425642.0
2014,Hither Hills,425642,0.0
2013,Hither Hills,371660,337215.0
2012,Hither Hills,337215,348730.0
2011,Hither Hills,348730,356649.0
2010,Hither Hills,356649,353865.0
2009,Hither Hills,353865,355138.0
2008,Hither Hills,355138,352371.0
2007,Hither Hills,352371,351380.0
2006,Hither Hills,351380,360880.0
2005,Hither Hills,360880,357026.0
2004,Hither Hills,357026,357220.0
2003,Hither Hills,357220,41009.0
2020,Honeoye Bt Lau,41009,41599.0
2019,Honeoye Bt Lau,41599,46817.0
2018,Honeoye Bt Lau,46817,52811.0
2017,Honeoye Bt Lau,52811,54472.0
2016,Honeoye Bt Lau,54472,49960.0
2015,Honeoye Bt Lau,49960,35610.0
2014,Honeoye Bt Lau,35610,0.0
2013,Honeoye Bt Lau,43086,38200.0
2012,Honeoye Bt Lau,38200,30078.0
2011,Honeoye Bt Lau,30078,26409.0
2010,Honeoye Bt Lau,26409,26417.0
2009,Honeoye Bt Lau,26417,25996.0
2008,Honeoye Bt Lau,25996,31986.0
2007,Honeoye Bt Lau,31986,30408.0
2006,Honeoye Bt Lau,30408,29129.0
2005,Honeoye Bt Lau,29129,31572.0
2004,Honeoye Bt Lau,31572,28387.0
2003,Honeoye Bt Lau,28387,50752.0
2020,Hook Mountain,50752,27528.0
2019,Hook Mountain,27528,28908.0
2018,Hook Mountain,28908,25874.0
2017,Hook Mountain,25874,26603.0
2016,Hook Mountain,26603,29976.0
2015,Hook Mountain,29976,36806.0
2014,Hook Mountain,36806,0.0
2013,Hook Mountain,29604,19273.0
2012,Hook Mountain,19273,16629.0
2011,Hook Mountain,16629,15289.0
2010,Hook Mountain,15289,22681.0
2009,Hook Mountain,22681,26609.0
2008,Hook Mountain,26609,30164.0
2007,Hook Mountain,30164,44967.0
2006,Hook Mountain,44967,62177.0
2005,Hook Mountain,62177,0.0
2004,Hook Mountain,0,0.0
2003,Hook Mountain,0,480802.0
2020,Hudson Highlands,480802,477864.0
2019,Hudson Highlands,477864,376794.0
2018,Hudson Highlands,376794,384577.0
2017,Hudson Highlands,384577,254524.0
2016,Hudson Highlands,254524,271408.0
2015,Hudson Highlands,271408,224015.0
2014,Hudson Highlands,224015,0.0
2013,Hudson Highlands,217826,211767.0
2012,Hudson Highlands,211767,205792.0
2011,Hudson Highlands,205792,173314.0
2010,Hudson Highlands,173314,159276.0
2009,Hudson Highlands,159276,156992.0
2008,Hudson Highlands,156992,175067.0
2007,Hudson Highlands,175067,169780.0
2006,Hudson Highlands,169780,162511.0
2005,Hudson Highlands,162511,127460.0
2004,Hudson Highlands,127460,77121.0
2003,Hudson Highlands,77121,0.0
2020,Hudson River Islands,0,0.0
2019,Hudson River Islands,0,0.0
2016,Hudson River Islands,0,0.0
2015,Hudson River Islands,0,0.0
2014,Hudson River Islands,0,0.0
2013,Hudson River Islands,0,0.0
2012,Hudson River Islands,0,0.0
2011,Hudson River Islands,0,0.0
2010,Hudson River Islands,0,7012.0
2009,Hudson River Islands,7012,8686.0
2008,Hudson River Islands,8686,10181.0
2007,Hudson River Islands,10181,5729.0
2006,Hudson River Islands,5729,0.0
2005,Hudson River Islands,0,0.0
2004,Hudson River Islands,0,0.0
2003,Hudson River Islands,0,0.0
2020,Hunts Pond State ,0,0.0
2019,Hunts Pond State ,0,0.0
2016,Hunts Pond State ,0,0.0
2015,Hunts Pond State ,0,0.0
2014,Hunts Pond State ,0,0.0
2013,Hunts Pond State ,0,0.0
2012,Hunts Pond State ,0,0.0
2011,Hunts Pond State ,0,0.0
2010,Hunts Pond State ,0,0.0
2009,Hunts Pond State ,4757,7927.0
2008,Hunts Pond State ,7927,5957.0
2007,Hunts Pond State ,5957,4487.0
2006,Hunts Pond State ,4487,7335.0
2005,Hunts Pond State ,7335,6248.0
2004,Hunts Pond State ,6248,11816.0
2003,Hunts Pond State ,11816,19749.0
2020,Indian Hills Golf Course,19749,18331.0
2019,Indian Hills Golf Course,18331,13160.0
2018,Indian Hills Golf Course,13160,20261.0
2017,Indian Hills Golf Course,20261,0.0
2016,Indian Hills Golf Course,0,0.0
2015,Indian Hills Golf Course,0,16341.0
2014,Indian Hills Golf Course,16341,13528.0
2013,Indian Hills Golf Course,13528,31905.0
2012,Indian Hills Golf Course,31905,26560.0
2011,Indian Hills Golf Course,26560,31955.0
2010,Indian Hills Golf Course,31955,0.0
2009,Indian Hills Golf Course,38303,43396.0
2008,Indian Hills Golf Course,43396,31325.0
2007,Indian Hills Golf Course,31325,0.0
2006,Indian Hills Golf Course,0,0.0
2005,Indian Hills Golf Course,0,0.0
2004,Indian Hills Golf Course,0,0.0
2003,Indian Hills Golf Course,0,30250.0
2020,Irondquoit Bay Boat Lnch,30250,38653.0
2019,Irondquoit Bay Boat Lnch,38653,35478.0
2018,Irondquoit Bay Boat Lnch,35478,30626.0
2017,Irondquoit Bay Boat Lnch,30626,45293.0
2016,Irondquoit Bay Boat Lnch,45293,46197.0
2015,Irondquoit Bay Boat Lnch,46197,41812.0
2014,Irondquoit Bay Boat Lnch,41812,45678.0
2013,Irondquoit Bay Boat Lnch,45678,46344.0
2012,Irondquoit Bay Boat Lnch,46344,38872.0
2011,Irondquoit Bay Boat Lnch,38872,38563.0
2010,Irondquoit Bay Boat Lnch,38563,0.0
2009,Irondquoit Bay Boat Lnch,39121,35540.0
2008,Irondquoit Bay Boat Lnch,35540,20849.0
2007,Irondquoit Bay Boat Lnch,20849,23006.0
2006,Irondquoit Bay Boat Lnch,23006,37536.0
2005,Irondquoit Bay Boat Lnch,37536,0.0
2004,Irondquoit Bay Boat Lnch,0,0.0
2003,Irondquoit Bay Boat Lnch,0,28793.0
2020,Jacques Cartier ,28793,27979.0
2019,Jacques Cartier ,27979,26147.0
2018,Jacques Cartier ,26147,25485.0
2017,Jacques Cartier ,25485,22966.0
2016,Jacques Cartier ,22966,21467.0
2015,Jacques Cartier ,21467,22022.0
2014,Jacques Cartier ,22022,19952.0
2013,Jacques Cartier ,19952,23638.0
2012,Jacques Cartier ,23638,17707.0
2011,Jacques Cartier ,17707,22029.0
2010,Jacques Cartier ,22029,0.0
2009,Jacques Cartier ,20574,23569.0
2008,Jacques Cartier ,23569,24598.0
2007,Jacques Cartier ,24598,29003.0
2006,Jacques Cartier ,29003,32105.0
2005,Jacques Cartier ,32105,28094.0
2004,Jacques Cartier ,28094,27884.0
2003,Jacques Cartier ,27884,111449.0
2020,James Baird,111449,107659.0
2019,James Baird,107659,104351.0
2018,James Baird,104351,107901.0
2017,James Baird,107901,131403.0
2016,James Baird,131403,129890.0
2015,James Baird,129890,103618.0
2014,James Baird,103618,174153.0
2013,James Baird,174153,200419.0
2012,James Baird,200419,158530.0
2011,James Baird,158530,146709.0
2010,James Baird,146709,0.0
2009,James Baird,190337,147376.0
2008,James Baird,147376,127960.0
2007,James Baird,127960,212374.0
2006,James Baird,212374,322801.0
2005,James Baird,322801,448586.0
2004,James Baird,448586,349640.0
2003,James Baird,349640,1132648.0
2020,John Boyd Thacher Pk,1132648,610599.0
2019,John Boyd Thacher Pk,610599,542218.0
2018,John Boyd Thacher Pk,542218,508626.0
2017,John Boyd Thacher Pk,508626,579380.0
2016,John Boyd Thacher Pk,579380,309263.0
2015,John Boyd Thacher Pk,309263,391456.0
2014,John Boyd Thacher Pk,391456,313640.0
2013,John Boyd Thacher Pk,313640,273361.0
2012,John Boyd Thacher Pk,273361,422619.0
2011,John Boyd Thacher Pk,422619,241643.0
2010,John Boyd Thacher Pk,241643,0.0
2009,John Boyd Thacher Pk,235179,248202.0
2008,John Boyd Thacher Pk,248202,292804.0
2007,John Boyd Thacher Pk,292804,254362.0
2006,John Boyd Thacher Pk,254362,288523.0
2005,John Boyd Thacher Pk,288523,307443.0
2004,John Boyd Thacher Pk,307443,306301.0
2003,John Boyd Thacher Pk,306301,75091.0
2020,John Brown Farm,75091,56638.0
2019,John Brown Farm,56638,60600.0
2018,John Brown Farm,60600,42658.0
2017,John Brown Farm,42658,38275.0
2016,John Brown Farm,38275,46952.0
2015,John Brown Farm,46952,46957.0
2014,John Brown Farm,46957,52995.0
2013,John Brown Farm,52995,67066.0
2012,John Brown Farm,67066,56084.0
2011,John Brown Farm,56084,65952.0
2010,John Brown Farm,65952,0.0
2009,John Brown Farm,58782,62160.0
2008,John Brown Farm,62160,70700.0
2007,John Brown Farm,70700,87760.0
2006,John Brown Farm,87760,90727.0
2005,John Brown Farm,90727,71435.0
2004,John Brown Farm,71435,77807.0
2003,John Brown Farm,77807,2183.0
2020,John Burroughs Memorial,2183,1021.0
2019,John Burroughs Memorial,1021,975.0
2018,John Burroughs Memorial,975,533.0
2017,John Burroughs Memorial,533,1945.0
2016,John Burroughs Memorial,1945,2412.0
2015,John Burroughs Memorial,2412,2540.0
2014,John Burroughs Memorial,2540,3055.0
2013,John Burroughs Memorial,3055,3979.0
2012,John Burroughs Memorial,3979,4016.0
2011,John Burroughs Memorial,4016,2841.0
2010,John Burroughs Memorial,2841,0.0
2009,John Burroughs Memorial,2391,2148.0
2008,John Burroughs Memorial,2148,1967.0
2007,John Burroughs Memorial,1967,891.0
2006,John Burroughs Memorial,891,4.0
2005,John Burroughs Memorial,4,0.0
2004,John Burroughs Memorial,0,0.0
2003,John Burroughs Memorial,0,56623.0
2020,John Jay Homestead,56623,77119.0
2019,John Jay Homestead,77119,80841.0
2018,John Jay Homestead,80841,74950.0
2017,John Jay Homestead,74950,75531.0
2016,John Jay Homestead,75531,62140.0
2015,John Jay Homestead,62140,35828.0
2014,John Jay Homestead,35828,31915.0
2013,John Jay Homestead,31915,28432.0
2012,John Jay Homestead,28432,52676.0
2011,John Jay Homestead,52676,33413.0
2010,John Jay Homestead,33413,0.0
2009,John Jay Homestead,30368,28785.0
2008,John Jay Homestead,28785,32828.0
2007,John Jay Homestead,32828,37617.0
2006,John Jay Homestead,37617,50143.0
2005,John Jay Homestead,50143,60721.0
2004,John Jay Homestead,60721,68359.0
2003,John Jay Homestead,68359,90056.0
2020,Johnson Hall,90056,60354.0
2019,Johnson Hall,60354,58884.0
2018,Johnson Hall,58884,63688.0
2017,Johnson Hall,63688,61247.0
2016,Johnson Hall,61247,53461.0
2015,Johnson Hall,53461,55877.0
2014,Johnson Hall,55877,52607.0
2013,Johnson Hall,52607,55556.0
2012,Johnson Hall,55556,30808.0
2011,Johnson Hall,30808,47812.0
2010,Johnson Hall,47812,0.0
2009,Johnson Hall,50664,62006.0
2008,Johnson Hall,62006,60090.0
2007,Johnson Hall,60090,61331.0
2006,Johnson Hall,61331,59384.0
2005,Johnson Hall,59384,65737.0
2004,Johnson Hall,65737,60041.0
2003,Johnson Hall,60041,8313133.0
2020,Jones Beach,8313133,8156628.0
2019,Jones Beach,8156628,8501395.0
2018,Jones Beach,8501395,5947537.0
2017,Jones Beach,5947537,5910338.0
2016,Jones Beach,5910338,5876186.0
2015,Jones Beach,5876186,5442032.0
2014,Jones Beach,5442032,3907682.0
2013,Jones Beach,3907682,5257296.0
2012,Jones Beach,5257296,5135946.0
2011,Jones Beach,5135946,5804746.0
2010,Jones Beach,5804746,0.0
2009,Jones Beach,6284928,6291943.0
2008,Jones Beach,6291943,6088941.0
2007,Jones Beach,6088941,6548384.0
2006,Jones Beach,6548384,6393868.0
2005,Jones Beach,6393868,5624676.0
2004,Jones Beach,5624676,5851724.0
2003,Jones Beach,5851724,46485.0
2020,Joseph Davis ,46485,6.0
2019,Joseph Davis ,6,50.0
2018,Joseph Davis ,50,0.0
2017,Joseph Davis ,0,0.0
2016,Joseph Davis ,0,0.0
2015,Joseph Davis ,0,0.0
2014,Joseph Davis ,0,0.0
2013,Joseph Davis ,0,0.0
2012,Joseph Davis ,0,9416.0
2011,Joseph Davis ,9416,27644.0
2010,Joseph Davis ,27644,0.0
2009,Joseph Davis ,33131,23039.0
2008,Joseph Davis ,23039,24563.0
2007,Joseph Davis ,24563,27521.0
2006,Joseph Davis ,27521,21007.0
2005,Joseph Davis ,21007,24760.0
2004,Joseph Davis ,24760,28691.0
2003,Joseph Davis ,28691,54973.0
2020,Keewaydin St ,54973,56769.0
2019,Keewaydin St ,56769,60342.0
2018,Keewaydin St ,60342,46465.0
2017,Keewaydin St ,46465,55546.0
2016,Keewaydin St ,55546,54680.0
2015,Keewaydin St ,54680,55749.0
2014,Keewaydin St ,55749,55350.0
2013,Keewaydin St ,55350,57334.0
2012,Keewaydin St ,57334,46881.0
2011,Keewaydin St ,46881,47572.0
2010,Keewaydin St ,47572,0.0
2009,Keewaydin St ,49052,52622.0
2008,Keewaydin St ,52622,50531.0
2007,Keewaydin St ,50531,52347.0
2006,Keewaydin St ,52347,60418.0
2005,Keewaydin St ,60418,60564.0
2004,Keewaydin St ,60564,61412.0
2003,Keewaydin St ,61412,126159.0
2020,Keuka Lake ,126159,116615.0
2019,Keuka Lake ,116615,117209.0
2018,Keuka Lake ,117209,116542.0
2017,Keuka Lake ,116542,121969.0
2016,Keuka Lake ,121969,116283.0
2015,Keuka Lake ,116283,102883.0
2014,Keuka Lake ,102883,90998.0
2013,Keuka Lake ,90998,94589.0
2012,Keuka Lake ,94589,89788.0
2011,Keuka Lake ,89788,94676.0
2010,Keuka Lake ,94676,0.0
2009,Keuka Lake ,92911,86390.0
2008,Keuka Lake ,86390,100887.0
2007,Keuka Lake ,100887,82082.0
2006,Keuka Lake ,82082,85575.0
2005,Keuka Lake ,85575,82578.0
2004,Keuka Lake ,82578,114731.0
2003,Keuka Lake ,114731,512518.0
2020,Knox Farm Sp,512518,292815.0
2019,Knox Farm Sp,292815,316121.0
2018,Knox Farm Sp,316121,335318.0
2017,Knox Farm Sp,335318,155625.0
2016,Knox Farm Sp,155625,117887.0
2015,Knox Farm Sp,117887,0.0
2014,Knox Farm Sp,0,0.0
2013,Knox Farm Sp,0,0.0
2012,Knox Farm Sp,0,0.0
2011,Knox Farm Sp,0,123908.0
2010,Knox Farm Sp,123908,0.0
2009,Knox Farm Sp,126838,88284.0
2008,Knox Farm Sp,88284,86169.0
2007,Knox Farm Sp,86169,42062.0
2006,Knox Farm Sp,42062,58517.0
2005,Knox Farm Sp,58517,49425.0
2004,Knox Farm Sp,49425,36331.0
2003,Knox Farm Sp,36331,9897.0
2020,Knox Headquarters,9897,12535.0
2019,Knox Headquarters,12535,12889.0
2018,Knox Headquarters,12889,13539.0
2017,Knox Headquarters,13539,13555.0
2016,Knox Headquarters,13555,10733.0
2015,Knox Headquarters,10733,13122.0
2014,Knox Headquarters,13122,10234.0
2013,Knox Headquarters,10234,8789.0
2012,Knox Headquarters,8789,7819.0
2011,Knox Headquarters,7819,20489.0
2010,Knox Headquarters,20489,0.0
2009,Knox Headquarters,25363,23823.0
2008,Knox Headquarters,23823,21855.0
2007,Knox Headquarters,21855,22364.0
2006,Knox Headquarters,22364,18234.0
2005,Knox Headquarters,18234,14933.0
2004,Knox Headquarters,14933,15635.0
2003,Knox Headquarters,15635,62026.0
2020,Kring Point,62026,50483.0
2019,Kring Point,50483,52236.0
2018,Kring Point,52236,51891.0
2017,Kring Point,51891,58546.0
2016,Kring Point,58546,58811.0
2015,Kring Point,58811,54550.0
2014,Kring Point,54550,52467.0
2013,Kring Point,52467,53479.0
2012,Kring Point,53479,56671.0
2011,Kring Point,56671,57655.0
2010,Kring Point,57655,0.0
2009,Kring Point,59283,49976.0
2008,Kring Point,49976,47947.0
2007,Kring Point,47947,50868.0
2006,Kring Point,50868,54609.0
2005,Kring Point,54609,54612.0
2004,Kring Point,54612,53450.0
2003,Kring Point,53450,88407.0
2020,Lake Erie ,88407,107355.0
2019,Lake Erie ,107355,112011.0
2018,Lake Erie ,112011,108403.0
2017,Lake Erie ,108403,109916.0
2016,Lake Erie ,109916,105170.0
2015,Lake Erie ,105170,97565.0
2014,Lake Erie ,97565,115512.0
2013,Lake Erie ,115512,108272.0
2012,Lake Erie ,108272,103665.0
2011,Lake Erie ,103665,104553.0
2010,Lake Erie ,104553,0.0
2009,Lake Erie ,114267,116844.0
2008,Lake Erie ,116844,126203.0
2007,Lake Erie ,126203,131730.0
2006,Lake Erie ,131730,128101.0
2005,Lake Erie ,128101,150104.0
2004,Lake Erie ,150104,146490.0
2003,Lake Erie ,146490,7718.0
2020,Lake Lauderdale *2,7718,8588.0
2019,Lake Lauderdale *2,8588,14021.0
2018,Lake Lauderdale *2,14021,7776.0
2017,Lake Lauderdale *2,7776,103332.0
2020,Lakeside Beach ,103332,100587.0
2019,Lakeside Beach ,100587,90345.0
2018,Lakeside Beach ,90345,89518.0
2017,Lakeside Beach ,89518,86310.0
2016,Lakeside Beach ,86310,79560.0
2015,Lakeside Beach ,79560,77326.0
2014,Lakeside Beach ,77326,0.0
2013,Lakeside Beach ,72697,71231.0
2012,Lakeside Beach ,71231,69325.0
2011,Lakeside Beach ,69325,70411.0
2010,Lakeside Beach ,70411,74000.0
2009,Lakeside Beach ,74000,74580.0
2008,Lakeside Beach ,74580,71022.0
2007,Lakeside Beach ,71022,63370.0
2006,Lakeside Beach ,63370,70872.0
2005,Lakeside Beach ,70872,76289.0
2004,Lakeside Beach ,76289,80831.0
2003,Lakeside Beach ,80831,0.0
2020,Lake Superior,0,11794.0
2019,Lake Superior,11794,10842.0
2018,Lake Superior,10842,10069.0
2017,Lake Superior,10069,13215.0
2016,Lake Superior,13215,12666.0
2015,Lake Superior,12666,11135.0
2014,Lake Superior,11135,0.0
2013,Lake Superior,12266,13652.0
2012,Lake Superior,13652,14128.0
2011,Lake Superior,14128,16680.0
2010,Lake Superior,16680,14340.0
2009,Lake Superior,14340,17642.0
2008,Lake Superior,17642,17426.0
2007,Lake Superior,17426,16835.0
2006,Lake Superior,16835,18540.0
2005,Lake Superior,18540,0.0
2004,Lake Superior,0,0.0
2003,Lake Superior,0,203430.0
2020,Lake Taghkanic St ,203430,185282.0
2019,Lake Taghkanic St ,185282,183099.0
2018,Lake Taghkanic St ,183099,186085.0
2017,Lake Taghkanic St ,186085,223976.0
2016,Lake Taghkanic St ,223976,238646.0
2015,Lake Taghkanic St ,238646,259146.0
2014,Lake Taghkanic St ,259146,0.0
2013,Lake Taghkanic St ,245499,354072.0
2012,Lake Taghkanic St ,354072,262757.0
2011,Lake Taghkanic St ,262757,221494.0
2010,Lake Taghkanic St ,221494,196723.0
2009,Lake Taghkanic St ,196723,184023.0
2008,Lake Taghkanic St ,184023,170573.0
2007,Lake Taghkanic St ,170573,158219.0
2006,Lake Taghkanic St ,158219,172000.0
2005,Lake Taghkanic St ,172000,147096.0
2004,Lake Taghkanic St ,147096,158870.0
2003,Lake Taghkanic St ,158870,464793.0
2020,Lake Welch,464793,312213.0
2019,Lake Welch,312213,282757.0
2018,Lake Welch,282757,286842.0
2017,Lake Welch,286842,350558.0
2016,Lake Welch,350558,366308.0
2015,Lake Welch,366308,245483.0
2014,Lake Welch,245483,0.0
2013,Lake Welch,241942,301320.0
2012,Lake Welch,301320,330336.0
2011,Lake Welch,330336,398659.0
2010,Lake Welch,398659,297086.0
2009,Lake Welch,297086,277594.0
2008,Lake Welch,277594,265911.0
2007,Lake Welch,265911,275683.0
2006,Lake Welch,275683,289928.0
2005,Lake Welch,289928,186750.0
2004,Lake Welch,186750,156760.0
2003,Lake Welch,156760,966430.0
2020,Letchworth State ,966430,841681.0
2019,Letchworth State ,841681,808167.0
2018,Letchworth State ,808167,834033.0
2017,Letchworth State ,834033,782603.0
2016,Letchworth State ,782603,852173.0
2015,Letchworth State ,852173,644441.0
2014,Letchworth State ,644441,0.0
2013,Letchworth State ,662398,650391.0
2012,Letchworth State ,650391,661883.0
2011,Letchworth State ,661883,650477.0
2010,Letchworth State ,650477,634556.0
2009,Letchworth State ,634556,665326.0
2008,Letchworth State ,665326,705439.0
2007,Letchworth State ,705439,645693.0
2006,Letchworth State ,645693,640797.0
2005,Letchworth State ,640797,669110.0
2004,Letchworth State ,669110,649777.0
2003,Letchworth State ,649777,64697.0
2020,Lodi Point Marina/Boat,64697,19807.0
2019,Lodi Point Marina/Boat,19807,25461.0
2018,Lodi Point Marina/Boat,25461,37654.0
2017,Lodi Point Marina/Boat,37654,38730.0
2016,Lodi Point Marina/Boat,38730,41472.0
2015,Lodi Point Marina/Boat,41472,32693.0
2014,Lodi Point Marina/Boat,32693,0.0
2013,Lodi Point Marina/Boat,22490,19337.0
2012,Lodi Point Marina/Boat,19337,28688.0
2011,Lodi Point Marina/Boat,28688,27614.0
2010,Lodi Point Marina/Boat,27614,24014.0
2009,Lodi Point Marina/Boat,24014,21911.0
2008,Lodi Point Marina/Boat,21911,18395.0
2007,Lodi Point Marina/Boat,18395,19377.0
2006,Lodi Point Marina/Boat,19377,26035.0
2005,Lodi Point Marina/Boat,26035,20363.0
2004,Lodi Point Marina/Boat,20363,15958.0
2003,Lodi Point Marina/Boat,15958,144802.0
2020,Long Point Marina,144802,104645.0
2019,Long Point Marina,104645,115745.0
2018,Long Point Marina,115745,118745.0
2017,Long Point Marina,118745,105764.0
2016,Long Point Marina,105764,99021.0
2015,Long Point Marina,99021,62034.0
2014,Long Point Marina,62034,0.0
2013,Long Point Marina,64782,75338.0
2012,Long Point Marina,75338,79309.0
2011,Long Point Marina,79309,129215.0
2010,Long Point Marina,129215,138449.0
2009,Long Point Marina,138449,137912.0
2008,Long Point Marina,137912,139690.0
2007,Long Point Marina,139690,144679.0
2006,Long Point Marina,144679,158774.0
2005,Long Point Marina,158774,173181.0
2004,Long Point Marina,173181,192079.0
2003,Long Point Marina,192079,182140.0
2020,Long Point River ,182140,35362.0
2019,Long Point River ,35362,36689.0
2018,Long Point River ,36689,38145.0
2017,Long Point River ,38145,39537.0
2016,Long Point River ,39537,35970.0
2015,Long Point River ,35970,35450.0
2014,Long Point River ,35450,0.0
2013,Long Point River ,32433,30688.0
2012,Long Point River ,30688,28950.0
2011,Long Point River ,28950,28797.0
2010,Long Point River ,28797,29047.0
2009,Long Point River ,29047,25597.0
2008,Long Point River ,25597,26554.0
2007,Long Point River ,26554,25081.0
2006,Long Point River ,25081,22246.0
2005,Long Point River ,22246,23296.0
2004,Long Point River ,23296,23423.0
2003,Long Point River ,23423,75225.0
2020,Long Point ,75225,50021.0
2019,Long Point ,50021,51515.0
2018,Long Point ,51515,33795.0
2017,Long Point ,33795,40432.0
2016,Long Point ,40432,42615.0
2015,Long Point ,42615,32798.0
2014,Long Point ,32798,0.0
2013,Long Point ,32129,45190.0
2012,Long Point ,45190,46402.0
2011,Long Point ,46402,34723.0
2010,Long Point ,34723,27907.0
2009,Long Point ,27907,27912.0
2008,Long Point ,27912,29546.0
2007,Long Point ,29546,27170.0
2006,Long Point ,27170,35184.0
2005,Long Point ,35184,22341.0
2004,Long Point ,22341,24649.0
2003,Long Point ,24649,18522.0
2020,Lorenzo,18522,45820.0
2019,Lorenzo,45820,49095.0
